Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Barbro,Gustafsson,Kyrkogatan 57,Trollhättan,44983,Sverige,SE,19750423-6495,+46,0490-29 20 37,1975-04-23,True
Nils,Strömberg,Nytorget 80,Borås,60923,Sverige,SE,19510512-5980,+46,08-740 610 33,1951-05-12,True
Andrea,Andresen,Ruudflata 3,Berge,0802,Norge,NO,19461221-7004,+47,99498032,1946-12-21,True
Tapani,Vuorinen,Haapakuja 025,Puolanka,41033,Finland,FI,19481011-544T,+358,+358184915322,1948-10-11,True
Ove,Pettersson,Ängstorget 360,Borlänge,33117,Sverige,SE,19810803-7326,+46,+46 (0)8 858 924 61,1981-08-03,True
Morten,Karlsen,Nguyenstubben 9,Torbjørnhelle,4947,Norge,NO,19981118-7638,+47,456 71 972,1998-11-18,True
Christine,Brown,Miranda Falls 242,Valerieland,12650,Danmark,DK,19420123-0588,+45,9596142100,1942-01-23,True
Lars,Lindblom,Industrivägen 704,Södertälje,56973,Sverige,SE,19810520-2129,+46,054-676 44 67,1981-05-20,True
Nils,Henriksson,Grangatan 9,Uddevalla,43516,Sverige,SE,19611218-5703,+46,+46 (0)261 619 08,1961-12-18,True
Markus,Eriksson,Skolvägen 735,Kalmar,67473,Sverige,SE,19410627-8407,+46,0035-07 70 88,1941-06-27,True
Rebecca,Hayes,Timothy Ferry 376,Nancybury,11304,Danmark,DK,19750703-0622,+45,(940)489-1492,1975-07-03,True
Rolf,Karlsson,Aspvägen 999,Halmstad,18485,Sverige,SE,19771116-3071,+46,+46 (0)446 814 62,1977-11-16,True
Kenneth,Andersson,Stationsvägen 2,Uppsala,50316,Sverige,SE,19591211-7645,+46,0487-56 27 15,1959-12-11,True
Gro,Strøm,Johannessenskrenten 1C,Sandvik,3921,Norge,NO,19760918-7213,+47,425 71 504,1976-09-18,True
Thomas,Johansson,Furugatan 345,Mölndal,71845,Sverige,SE,19690401-0857,+46,08-230 122 30,1969-04-01,True
Charles,Chavez,Erin Roads 0850,West Cynthiamouth,70432,Danmark,DK,19860712-1826,+45,796-934-1000x1060,1986-07-12,True
Tommy,Eliassen,Viktjernet 48D,Pettersen,4005,Norge,NO,19590503-6051,+47,63 28 51 70,1959-05-03,True
Silje,Holm,Bakkehøgda 37,Trineås,0597,Norge,NO,19731230-2227,+47,915 15 673,1973-12-30,True
Mariah,Barber,Jessica Viaduct 0546,Robertshire,23233,Danmarw,DK,20000811-6168,+45,001-948-626-9554x8912,2000-08-11,True
Douglas,Meyer,Jones Square 4554,Jamesmouth,73449,Danmark,DK,19990508-3683,+45,001-851-231-3200x0680,1999-05-08,True
Håvard,Haugland,Nygårdhøgda 1A,Elisabethstrand,2041,Norge,NO,19860905-8224,+47,99003661,1986-09-05,True
Linnéa,Eriksson,Industrigatan 17,Södertälje,46774,Sverige,SE,19940112-4094,+46,0034-33 58 26,1994-01-12,True
Bente,Abrahamsen,Jensenstykket 01D,Hanssen,6902,Norge,NO,19550523-9381,+47,403 01 081,1955-05-23,True
Asbjørn,Hanssen,Rønninggropa 1,Åsefoss,1035,Norge,NO,19750808-3936,+47,997 41 549,1975-08-08,True
Jesus,Jones,Patrick Island 2570,Samanthafort,33782,Danmark,DK,19830519-4317,+45,2016269271,1983-05-19,True
Jukka,Sutinen,Degermosanbulevardi 726,Kivijärvi,55027,Finland,FI,19810119-390X,+358,(+358) 307291308,1981-01-19,True
Eemeli,Mäkelä,Salamakuja 343,Akaa,52899,Finland,FI,19581006-508E,+358,0285955975,1958-10-06,True
Emanuel,Eriksson,Genvägen 243,Trollhättan,92885,Sverige,SE,19930403-6181,+46,08-73 28 08,1993-04-03,True
Matti,Niemi,Gunnel Nymanin polku 92,Jämsä,59272,Finland,FI,19540624-429W,+358,0363079801,1954-06-24,True
Geir,Haugen,Moeplassen 30C,Karenås,2672,Norge,NO,19690309-1002,+47,06 76 47 68,1969-03-09,True
Arild,Kristoffersen,Ødegårdeggen 7D,Sørensen,6350,Norge,NO,19631209-5880,47,+4703807573,1963-12-09,True
Daniel,Mendoza,Gates Road 31568,Patriciaborough,31530,Danmark,DK,19400110-6706,+45,(255)951-0433x170,1940-01-10,True
Tor,Helland,Lienlunden 12,Hanssen,9551,Norge,NO,19890203-8196,+47,473 13 006,1989-02-03,True
Christopher,Brown,Peter Vista 0807,Estesborough,95749,Danmark,DK,20000806-3537,+45,438-429-0510,2000-08-06,True
Laila,Lund,Hauglia 762,Johansen,7926,Norge,NO,19431019-1305,+47,41920164,1943-10-19,True
Helena,Johansson,Skogsvägen 353,Mölndal,92602,Sverige,SE,19991126-7579,+46,08-283 14 39,1999-11-26,True
Lene,Halvorsen,Svendsenjordet 59H,Kimøy,9292,Norge,NO,19450101-8956,+47,496 55 551,1945-01-01,True
Paula,Schultz,Mark Circles 8569,East Raymondmouth,83505,Danmark,DK,19560610-9155,45,(847)936-1537x6584,1956-06-10,True
Harald,Nilsson,Skogsvägen 1,Umeå,99525,Sverige,SE,19931231-2860,+46,072-56 18 96,1993-12-31,True
Rebekah,Williams,Gabriel Trail 93523,Port Karatown,01169,Danmark,DK,19750709-3801,+45,920.250.6527,1975-07-09,True
Sverre,Næss,Sandvikroa 5,Aas,3419,Norge,NO,19521106-9534,+47,97647327,1952-11-06,True
Yvonne,Andersson,Åkergatan 5,Östersund,57342,Sverige,SE,19610906-0759,+46,08-449 354 74,1961-09-06,True
Holger,Andersson,Björkvägen 813,Västerås,14223,Sverige,SE,19801214-9710,+46,086-290 25 47,1980-12-14,True
Roosa,Koivisto,Nelikkopolku 4,Ikaalinen,20493,Finland,FI,19980714-868B,+358,(+358) 855602016,1998-07-14,True
Bjørn,Aas,Gundersenflata 2D,Elieid,1562,Norge,NO,19850424-1392,+47,986 90 810,1985-04-24,True
Roger,May,Michael Spur 7505,Brandonview,57271,Danmark,DK,19901026-1824,+45,001-255-900-9978x610,1990-10-26,True
Lars,Arvidsson,Skolstigen 98,Lidköping,38556,Sverige,SE,19601108-4717,+46,+46 (0)482 490 59,1960-11-08,True
Mathias,Antonsen,Engenplassen 7C,Annastad,1103,Norge,NO,19810822-3994,+47,43 35 91 56,1981-08-22,True
Ingegerd,Wallin,Parktorget 42,Mölndal,13309,Sverige,SE,19921006-2485,+46,+46 (0)56 40 27 91,1992-10-06,True
Svein,Berntsen,Bakkenstubben 6,Tomstad,2143,Norge,NO,19700601-3019,+47,41356439,1970-06-01,True
Kim,Johansen,Haugenmyra 74,Haug,1346,Norge,NO,19730313-3886,+47,+47 56 92 01 97,1973-03-13,True
Helene,Hagen,Kristiansentunet 3,Svendsen,3262,Norge,NO,19400422-2902,+47,49829178,1940-04-22,True
Anna,Åberg,Aspgatan 4,Borlänge,71449,Sverige,SE,19791127-0814,+46,+46 (0)8 306 757 29,1979-11-27,True
Rickard,Gustafsson,Ringstigen 3,Trollhättan,65082,Sverige,SE,19730615-0733,+46,08-366 32 66,1973-06-15,True
Yngve,Nilsson,Villagatan 4,Södertälje,34892,Sverige,SE,19480705-6328,46,+46 (0)8 397 711 41,1948-07-05,True
Ingrid,Hansson,Parkvägen 67,Mölndal,66141,Sverige,SE,19450701-6255,+46,+46 (0)23 75 37 73,1945-07-01,True
Philip,Roos,Granstigen 920,Malmö,95767,Sverige,SE,19430325-2656,+46,+46 (0)8 148 483 77,1943-03-25,True
Vilhelm,Strand,Trädgårdsgatan 584,Jönköping,90527,Sverige,SE,19730204-6043,+46,+46 (0)8 706 913 35,1973-02-04,True
Michael,Jakobsson,Strandvägen 543,Örebro,27688,Sverige,SE,19991202-5168,+46,009-91 55 75,1999-12-02,True
Kåre,Fredriksen,Lienstykket 713,Martinestrand,5897,Norge,NO,19491031-6551,+47,91553966,1949-10-31,True
Tuomo,Heiskanen,Orvokkikatu 860,Hämeenkyrö,25261,Finland,FI,19420130-8769,+358,+358306403450,1942-01-30,True
Geir,Bakken,Pedersenhagen 8,Thomassen,0939,Norge,NO,19940901-9052,+47,+4752671102,1994-09-01,True
Irene,Hauge,Myklebustkollen 05,Aasen,0056,Norge,NO,19570519-1113,+47,14 88 30 51,1957-05-19,True
Emil,Jakobsen,Martinsengata 395,Marengrunn,0337,Norge,NO,19701206-5758,+47,37 67 12 89,1970-12-06,True
Anita,Svensson,Backtorget 743,Kalmar,74599,Sverige,SE,19890903-1383,+46,+46 (0)8 043 288 18,1989-09-03,True
Carl,Jönsson,Järnvägsgatan 8,Jönköping,21133,Sverige,SE,19931221-3800,+46,+46 (0)8 679 814 55,1993-12-21,True
Ilmari,Sillanpää,Jätkäsaarenbulevardi 0,Lumijoki,62570,Finland,FI,19930714-813R,+358,0527688331,1993-07-14,True
Hege,Gundersen,Andresensvingen 9,Edvardsen,1103,Norge,NO,19860629-9472,+47,35 18 09 99,1986-06-29,True
Marcus,Nilsson,Industrivägen 38,Landskrona,85171,Sverige,SE,19511022-1438,+46,08-826 62 17,1951-10-22,True
Birgitta,Andersson,Ringgränd 41,Lidingö,92312,Sverige,SE,19570727-8249,+46,08-704 51 86,1957-07-27,True
Øystein,Pedersen,Jørgensenskogen 71,Annasund,2985,Norge,NO,19620410-9269,+47,40353388,1962-04-10,True
Lennart,Fredriksson,Ängsgatan 5,Borås,43586,Sverige,SE,19721213-5801,+46,+46 (0)131 486 29,1972-12-13,True
Sara,Pettersen,Amundsengjerdet 714,Lien,1630,Norge,NO,19710803-0425,+47,07 57 80 41,1971-08-03,True
Andrew,Mueller,Jean Road 129,Wendystad,10586,Danmark,DK,19750321-7234,+45,999.228.2492x23861,1975-03-21,True
Michael,Börjesson,Ekvägen 5,Umeå,23125,Sverige,SE,19571130-1094,+46,+46 (0)8 351 609 16,1957-11-30,True
Stine,Johnsen,Henriksenskogen 3E,Reidunfjell,0503,Norge,NO,19580505-8061,+47,38742145,1958-05-05,True
Petteri,Hietanen,Elonbulevardi 037,Kaustinen,01821,Finland,FI,19991127-834V,+358,(+358) 105271455,1999-11-27,True
Clifford,Salinas,Diaz Union 66810,Douglasborough,20541,Danmark,DK,19951231-1008,+45,627-800-8046x529,1995-12-31,True
Elin,Gustafsson,Storvägen 115,Karlstad,74548,Sverige,SE,19500804-0560,+46,+46 (0)006 878 99,1950-08-04,False
Jose,Hood,Randy Grove 1673,Silvaton,53766,Danmark,DK,19450820-1267,+45,+1-687-656-9735x7442,1945-08-20,True
Anna,Ekman,Trädgårdsgatan 9,Norrköping,65750,Sverige,SE,19501201-3294,+46,+46 (0)57 27 15 39,1950-12-01,True
Anna,Karlsson,Granvägen 4,Göteborg,62506,Sverige,SE,19871219-1470,+46,+46 (0)8 055 607 88,1987-12-19,True
John,Kristensen,Bakkemoen 5H,Torvær,9226,Norge,NO,19511230-1693,+47,97460828,1951-12-30,True
Maria,Lundgren,Aspgatan 1,Östersund,64728,Sverige,SE,19511001-2151,+46,08-29 46 10,1951-10-01,True
Kirsten,Ødegård,Pedersenhavna 51,Henriksen,7009,Norge,NO,19730216-8954,+47,92 68 00 48,1973-02-16,True
Erik,Bengtsson,Järnvägsstigen 41,Norrköping,78840,Sverige,SE,19950524-0074,+46,08-34 47 27,1995-05-24,True
Nina,Rasmussen,Nygårdroa 71B,Martinsen,0796,Norge,NO,19690306-2359,+47,49535608,1969-03-06,True
Therese,Magnusson,Ekgatan 264,Varberg,47100,Sverige,SE,19590626-9705,+46,001-750 21 43,1959-06-26,True
Sara,Pettersen,Nielsensvingen 17,Johansen,7425,Norge,NO,19770606-3473,+47,+4758155889,1977-06-06,True
John,Olsson,Kyrkogatan 33,Lund,81045,Sverige,SE,19570813-1380,+46,0457-336 07,1957-08-13,True
Astrid,Iversen,Haugerøa 1,Jenssen,9834,Norge,NO,19750424-9868,+47,45702876,1975-04-24,True
Astrid,Ljung,Ekvägen 5,Borås,32763,Sverige,SE,19451223-3469,+46,0959-49 36 15,1945-12-23,True
Daniel,Andersson,Björkvägen 1,Jönköping,21556,Sverige,SE,19451219-1881,+46,+46 (0)53 47 83 91,1945-12-19,True
Hjalmar,Möller,Trädgårdsvägen 832,Karlskrona,62416,Sverige,SE,19670421-5155,+46,08-87 80 52,1967-04-21,True
Arne,Ellingsen,Christensenflata 25,Stineøy,5088,Norge,NO,19600426-1300,+47,94785283,1960-04-26,True
Melinda,Washington,Lindsey Hollow 309,South Jennifer,06433,Danmark,DK,19490413-7019,+45,+1-667-348-5311x800,1949-04-13,True
Marie,Olsson,Storgatan 2,Varberg,62683,Sverige,SE,19661215-1151,+46,0797-88 53 19,1966-12-15,True
Maria,Persson,Grangränd 63,Skellefteå,97491,Sverige,SE,19840826-4830,+46,0163-312 65,1984-08-26,True
Cecilia,Johansson,Trädgårdstorget 218,Varberg,12646,Sverige,SE,19750419-6017,+46,08-313 547 75,1975-04-19,True
Trond,Jacobsen,Hauglandhaugen 6,Gulbrandsen,9570,Norge,NO,19880516-3305,+47,43230743,1988-05-16,True
Sara,Nilsson,Ringtorget 366,Södertälje,44587,Sverige,SE,19551122-6703,+46,0723-10 49 20,1955-11-22,True
Lars,Svensson,Strandvägen 972,Borås,58718,Sverige,SE,19691222-9222,+46,071-401 35 63,1969-12-22,True
Ellen,Johansson,Kvarnvägen 199,Skellefteå,56411,Sverige,SE,19530512-1878,+46,08-289 503 21,1953-05-12,True
Jørgen,Abrahamsen,Eidebakken 49,Johnsen,0343,Norge,NO,19890330-2058,+47,90679749,1989-03-30,True
Charlotta,Lindgren,Industritorget 60,Östersund,88182,Sverige,SE,19951027-4852,+46,0023-215 00,1995-10-27,True
Johan,Lindén,Parkgatan 980,Ängelholm,36863,Sverige,SE,19891026-5523,+46,0681-73 51 23,1989-10-26,True
Birgitta,Johansson,Skogstorget 474,Karlskrona,45194,Sverige,SE,19550318-9052,+46,+46 (0)8 735 961 49,1955-03-18,True
Peter,Andersson,Stationsgatan 217,Ängelholm,90186,Sverige,SE,19720902-8050,+46,+46 (0)8 388 746 73,1972-09-02,True
Robert,Olson,Washington Ferry 700,Hernandezborough,37358,Danmark,DK,19580913-4836,+45,659.722.9514,1958-09-13,True
Håvard,Iversen,Thorsenmoen 6,Nielsen,4563,Norge,NO,19850730-6677,+47,14 44 59 31,1985-07-30,True
Yvonne,Smith,Rivera Ramp 78937,Robertville,24121,Danmark,DK,19630228-9852,+45,(800)756-4896x61583,1963-02-28,True
Petra,Larsson,Trädgårdsgränd 64,Umeå,62209,Sverige,SE,19931113-9607,+46,08-546 188 95,1993-11-13,True
Dorothy,Hendrix,Andrew Key 3514,Aprilburgh,90894,Danmark,DK,19410724-5867,+45,(495)944-8829,1941-07-24,True
Johan,Göransson,Industrigatan 8,Borås,57742,Sverige,SE,19600315-7683,+46,08-24 94 63,1960-03-15,True
Bengt,Berglund,Ängsgränd 075,Falun,87510,Sverige,SE,19710215-8489,+46,038-378 02 04,1971-02-15,True
Daniel,Gulbrandsen,Sørensenfaret 498,Nielsen,3010,Norge,NO,19460805-1995,+47,00 56 89 87,1946-08-05,True
Brandon,Alvarez,Kathy Extensions 3589,North Michelleborough,06778,Danmark,DK,19730308-6873,+45,658-466-9649,1973-03-08,True
Gunnar,Andersson,Skolgränd 748,Borås,91951,Sverige,SE,19970922-6557,+46,+46 (0)784 551 72,1997-09-22,True
Oskar,Nilsson,Industrigränd 0,Alingsås,84603,Sverige,SE,19561012-0572,+46,0305-47 13 06,1956-10-12,True
Rachel,Nolan,Johnston Plains 094,Riveraborough,21266,Danmark,DK,19970728-5961,+45,991.780.9156x366,1997-07-28,True
Michele,Banks,Sullivan Route 0254,East Eric,47275,Danmark,DK,19840526-3427,+45,445.601.7108,1984-05-26,True
Per,Ström,Kyrkotorget 96,Gävle,93932,Sverige,SE,19600721-9932,+46,020-44 70 65,1960-07-21,True
Christina,Nilsson,Skogstorget 32,Mölndal,73962,Sverige,SE,19890210-3404,+46,005-25 27 19,1989-02-10,True
Daniel,Stevenson,Emily Islands 97784,West Tylerberg,58036,Danmark,DK,19930719-8025,+45,+1-906-681-1042,1993-07-19,True
Bengt,Lindkvist,Skogsgatan 3,Nyköping,22060,Sverige,SE,19870508-0248,+46,+46 (0)249 497 43,1987-05-08,True
Riitta,Henriksson,Saanatunturinkatu 16,Ikaalinen,91047,Finland,FI,19440407-081P,+358,0077370776,1944-04-07,True
Hilde,Danielsen,Andreassenskrenten 20,Johannessen,3962,Norge,NO,19510820-5972,+47,66355596,1951-08-20,True
Amanda,Olsson,Kyrkstigen 2,Gävle,75994,Sverige,SE,19420919-8267,+46,0233-427 02,1942-09-19,True
Gunvor,Klasson,Järnvägsvägen 748,Karlstad,84025,Sverige,SE,19680123-5969,+46,+46 (0)181 738 14,1968-01-23,True
Linnea,Persson,Parkvägen 771,Uppsala,33120,Sverige,SE,19640728-6092,+46,0476-761 27,1964-07-28,True
Edward,Holder,Joshua Alley 182,Port Martinton,23411,Danmark,DK,19490717-1810,+45,839-407-6774,1949-07-17,True
Ida,Mattsson,Storgränd 4,Karlstad,70353,Sverige,SE,19650311-7979,+46,0429-40 54 03,1965-03-11,True
Danny,Bryant,Timothy Courts 567,East Tonya,66682,Danmark,DK,19731130-6131,+45,(914)899-6692x6118,1973-11-30,True
Kari,Haug,Edvardsensvingen 5,Tveit,5020,Norge,NO,19711022-2303,+47,93499569,1971-10-22,True
Øystein,Madsen,Edvardsenåsen 1,Tonjegrunn,8602,Norge,NO,19610707-2849,+47,406 50 847,1961-07-07,True
Gerd,Andreassen,Sandvikroa 5,Knudsen,7778,Norge,NO,19470131-1538,+47,+4722781611,1947-01-31,True
